C:\Users\USER\AppData\Local\Programs\Python\Python39\python.exe "D:/GameDev-Programming/Python/Solo Projects 3/brute force zip file open/threaded version.py"
(1): Starting...
(1): Started
(1): number of letters: 1
(1): number of letters: 2
(1): number of letters: 3
(1): number of letters: 4
(1): END
         55291252 function calls (55290680 primitive calls) in 62.142 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:740(p_declaration)
       71    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1244(p_parameter_list)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1199(p_pointer)
        5    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:807(p_storage_class_specifier)
       12    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\weakref.py:195(get)
        7    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:545(p_external_declaration_2)
        3    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\model.py:264(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        2    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\plyparser.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1564(p_typedef_name)
        4    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_lexer.py:287(t_ppline_FILENAME)
        9    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:163(_add_typedef_name)
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:513(p_translation_unit_or_empty)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\Cryptodome\Util\Counter.py:25(new)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:98(_preprocess_extern_python)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_lexer.py:73(input)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pyzipper\zipfile.py:1393(_update_crc)
       22    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:716(__init__)
        1    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFCFECFCC60}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:588(_get_type_pointer)
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:955(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\model.py:297(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:347(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1235(p_parameter_type_list)
        7    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1849(p_empty)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\ply\lex.py:251(input)
       23    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1382(p_abstract_declarator_2)
        4    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:383(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 D:\GameDev-Programming\Python\Solo Projects 3\brute force zip file open\threaded version.py:33(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:576(_extract_quals)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:180(_put_back_line_directives)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:870(_parse_constant)
        3    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:251(_type_modify_decl)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1568(p_assignment_expression)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\ply\yacc.py:234(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:974(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:522(p_translation_unit_1)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1610(p_binary_expression)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1601(p_conditional_expression)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:172(_add_identifier)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\model.py:12(qualify)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:637(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\Cryptodome\Util\py3compat.py:162(_copy_bytes)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_lexer.py:68(reset_lineno)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_lexer.py:294(t_ppline_LINE_NUMBER)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1674(p_postfix_expression_1)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:169(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1713(p_primary_expression_2)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1387(p_abstract_declarator_3)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:352(__init__)
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1636(p_cast_expression_1)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:1644(p_unary_expression_1)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:815(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:994(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:148(_warn_for_string_literal)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\cparser.py:50(_get_parser)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:569(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\cffi\commontypes.py:25(resolve_common_type)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pyzipper\zipfile.py:1400(check_crc)
        2    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_parser.py:210(_get_yacc_lookahead_token)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_ast.py:833(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\Cryptodome\Util\_raw_api.py:274(release)
        1    0.000    0.000    0.000    0.000 C:\Users\USER\AppData\Local\Programs\Python\Python39\lib\site-packages\pycparser\c_lexer.py:465(t_INT_CONST_DEC)
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}



Finished

Password: 'asdf'
duration: -0.00797891616821289 seconds

Process finished with exit code 0
